date,sentiment
2024-09-07,0.0794791280148423
2024-07-19,0.071506253006253
2024-05-24,0.09196428571428572
2024-04-09,0.13660330988455988
2024-09-11,0.11412996099556252
2024-06-22,0.1171311778499279
2024-07-23,0.04261363636363636
2024-08-10,0.046202651515151516
2024-05-08,0.09216434962499778
2024-06-18,0.04733766233766234
2024-04-25,0.1222655942542306
2024-08-06,0.13562126022126023
2024-03-21,0.108083012666346
2024-04-05,0.0009419191919191901
2024-08-26,0.23185425685425678
2024-05-28,0.02933080092306283
2024-07-15,0.08508784271284271
2024-03-01,0.08638688472021805
2024-03-17,0.0631720263863121
2024-08-30,0.009722222222222222
2024-04-13,0.054982554062099516
2024-07-03,0.02564009139009139
2024-06-02,0.050525793650793654
2024-05-12,0.05450757575757576
2024-04-29,0.06557755369263306
2024-06-14,0.06040366762866766
2024-05-04,0.05854166666666666
2024-05-05,0.016721014492753622
2024-06-15,0.08514920033670031
2024-04-28,0.10117559523809525
2024-05-13,-0.03532574568288853
2024-06-03,0.027031680440771342
2024-07-02,0.09537037037037038
2024-08-31,0.00927185387711703
2024-04-12,-0.09785353535353536
2024-03-16,0.03946581196581197
2024-07-14,0.13540578403078402
2024-05-29,0.07678905790711348
2024-04-04,0.05385714285714286
2024-08-27,0.033308621933621926
2024-03-20,0.09408333333333335
2024-04-24,0.12220877607241243
2024-06-19,0.027509018759018757
2024-08-07,0.06651455026455026
2024-05-09,0.06915467772967772
2024-08-11,0.08772165334665336
2024-07-22,0.07621521765271765
2024-06-23,0.008980717486356591
2024-09-10,0.12247751322751323
2024-04-08,0.05227815656565657
2024-09-06,0.049159546009546015
2024-05-25,-0.000694444444444442
2024-07-18,0.0674787903667214
2024-08-20,0.10333333333333332
2024-04-03,0.06905653759820428
2024-07-13,0.0802361111111111
2024-03-07,0.10483612914862915
2024-03-11,0.1149922868137154
2024-04-15,0.051265121452621444
2024-06-28,0.035772246272246275
2024-07-05,0.02113095238095238
2024-06-04,0.05757538438572922
2024-05-14,0.07996018862090291
2024-07-29,0.06037414965986394
2024-06-12,0.04161939775910366
2024-05-02,0.2912878787878788
2024-09-21,0.0
2024-05-22,0.05451721455627705
2024-09-01,0.16062925170068026
2024-09-17,0.05148429232804233
2024-07-09,0.06446759259259258
2024-06-24,0.03689219576719576
2024-04-19,0.06878066378066379
2024-03-31,0.19999999999999998
2024-07-25,0.0630952380952381
2024-05-18,0.06257669866365519
2024-06-08,0.04299242424242424
2024-08-16,0.047199633237133234
2024-04-23,0.05538211788211787
2024-03-27,0.09913720538720541
2024-03-26,0.07938191438191437
2024-08-01,0.09396073833573831
2024-04-22,-0.0525084175084175
2024-06-09,0.044612794612794604
2024-08-17,0.02458874458874459
2024-05-19,0.037653138528138536
2024-07-24,0.09534041276184134
2024-03-30,0.030633503401360545
2024-04-18,0.03767258297258297
2024-06-25,-0.014583333333333337
2024-09-16,0.0780952380952381
2024-07-08,0.07991788920955588
2024-05-23,0.09014271756682472
2024-05-03,0.017155103668261566
2024-09-20,0.08286095077761745
2024-06-13,0.13315223665223666
2024-07-28,0.11203703703703703
2024-05-15,0.0029277146464646454
2024-06-05,0.049207792207792214
2024-07-04,0.1624723424723425
2024-06-29,0.051097489675075894
2024-04-14,0.13577821869488538
2024-03-10,0.037093189548546686
2024-03-06,0.1388522727272727
2024-07-12,0.07008753206669874
2024-08-21,0.06042592592592592
2024-04-02,0.23898809523809525
2024-03-29,-0.0013976070226070253
2024-09-23,0.08667261904761903
2024-06-10,0.025527958152958156
2024-05-16,-0.06944444444444445
2024-06-06,0.031471134960718294
2024-08-18,0.03762362637362639
2024-09-19,0.0632912457912458
2024-07-07,0.20019230769230767
2024-04-17,0.1691852853936187
2024-03-13,0.0931436272061272
2024-03-05,0.07315145502645502
2024-07-11,0.054752916924345495
2024-04-01,0.05249252262888626
2024-08-22,0.02563762626262626
2024-03-25,0.06677972910927456
2024-04-21,0.08414622414622414
2024-08-02,0.09645021645021644
2024-07-31,0.05690318662818663
2024-08-14,0.008259920634920636
2024-07-27,0.05568181818181817
2024-06-26,0.25
2024-09-15,0.16666666666666666
2024-03-09,0.060840862036514204
2024-06-30,0.04144736842105263
2024-09-03,0.1342340067340067
2024-05-20,0.18935786435786436
2024-09-02,0.08903667214012043
2024-05-21,0.12145526695526697
2024-03-08,0.07599619708994709
2024-09-14,0.07778761642398005
2024-06-27,0.03409199134199133
2024-07-26,0.09510681818181818
2024-08-15,0.08857431135332922
2024-07-30,0.1445486111111111
2024-04-20,0.018373256373256375
2024-08-03,0.0
2024-03-24,0.024277666777666775
2024-08-23,0.06973544973544978
2024-07-10,0.13253246753246753
2024-03-04,0.12043055555555554
2024-03-12,0.21642857142857147
2024-04-16,0.07828804966962861
2024-09-18,0.031791680541680536
2024-07-06,0.03452380952380952
2024-06-07,0.049848484848484836
2024-08-19,0.03063323283858998
2024-05-17,0.12079966329966331
2024-06-11,0.06164141414141414
2024-09-22,0.1624524410774411
2024-05-01,0.0787151067323481
2024-03-28,0.2095238095238095
2024-03-23,0.11603124899791566
2024-08-04,0.15111952861952863
2024-04-27,0.1387325637325637
2024-08-12,0.09685219542362401
2024-07-21,0.0065972222222222265
2024-06-20,0.10487794612794613
2024-09-13,0.1466060405643739
2024-05-30,0.09575715488215489
2024-03-19,0.048111982924482925
2024-08-28,0.0308888888888889
2024-05-26,0.018484848484848476
2024-09-05,0.1125
2024-05-06,0.07570592286501378
2024-06-16,0.03413299663299663
2024-08-08,0.10472843314093314
2024-05-10,0.044715675271230826
2024-07-01,0.05397835497835498
2024-04-11,0.06291086259419593
2024-03-15,0.0
2024-03-03,0.12248282514586863
2024-09-09,0.23006222943722943
2024-07-17,0.07058161976911977
2024-08-24,0.028908524015666872
2024-04-07,0.0052007575757575765
2024-08-25,0.22060142238713668
2024-04-06,0.05649125180375182
2024-09-08,0.09835207231040564
2024-07-16,-0.010984848484848484
2024-03-02,0.0366875
2024-03-14,0.10207411358482792
2024-04-10,0.05084342231842231
2024-06-01,0.01573015873015873
2024-05-11,0.055749999999999994
2024-06-17,0.10886363636363636
2024-08-09,-0.06318542568542568
2024-05-07,0.03220844811753902
2024-09-24,0.10262500000000001
2024-05-27,0.08379915724707392
2024-09-04,0.09317508417508417
2024-08-29,0.055158730158730164
2024-03-18,0.017592592592592587
2024-09-12,0.10323502886002886
2024-05-31,0.03953703703703703
2024-06-21,0.014500000000000002
2024-07-20,0.06654283216783216
2024-04-30,-0.011666666666666664
2024-08-13,0.11507273929773933
2024-08-05,0.13863425925925926
2024-04-26,0.04638047138047138
2024-03-22,-0.006635802469135804
